Timestamp,iotop read (MB/s),iotop write (MB/s)
21:08:32,0.03,1730.23
21:08:33,24.2,187.61
21:08:33,0.0,166.18
21:08:33,0.0,142.89
21:08:33,0.0,186.23
21:08:33,0.0,122.99
21:08:33,0.0,185.75
21:08:33,0.0,125.19
21:08:33,0.0,183.62
21:08:34,0.0,186.6
21:08:34,0.0,250.04
21:08:34,22.93,130.34
21:08:34,8.34,37.04
21:08:34,10.32,4.52
21:08:34,13.25,11.77
21:08:34,11.49,6.05
21:08:35,0.0,0.0
21:08:35,0.0,0.0
21:08:35,0.0,0.0
21:08:35,0.0,0.0
21:08:35,0.0,0.0
21:08:35,0.0,0.0
21:08:35,0.0,0.0
21:08:35,0.33,0.0
21:08:36,1.23,0.0
21:08:36,0.0,0.0
21:08:36,0.0,0.0
21:08:36,0.0,0.0
21:08:36,0.0,0.0
21:08:36,0.0,0.0
21:08:36,0.0,0.0
21:08:36,0.0,0.0
21:08:37,0.0,0.0
21:08:37,0.0,0.0
21:08:37,0.0,0.0
21:08:37,0.0,0.0
21:08:37,0.0,0.0
21:08:37,0.0,0.0
21:08:37,0.0,0.09
21:08:38,0.0,0.0
21:08:38,0.0,0.0
21:08:38,0.0,0.0
21:08:38,0.0,0.0
21:08:38,5.66,0.0
21:08:38,2.4,0.0
21:08:38,0.0,0.0
21:08:38,0.0,0.0
21:08:39,0.0,0.0
21:08:39,0.06,0.03
21:08:39,0.0,0.0
21:08:39,0.0,0.0
21:08:39,0.0,0.0
21:08:39,0.0,0.0
21:08:39,13.5,28.67
21:08:39,29.78,3168.31
21:08:40,11.28,0.0
21:08:40,0.0,11.24
21:08:40,0.0,1099.05
21:08:40,0.0,234.33
21:08:40,0.0,243.84
21:08:40,0.0,182.39
21:08:40,0.0,182.67
21:08:41,0.0,185.51
21:08:41,0.0,227.98
21:08:41,0.0,198.85
21:08:41,0.0,185.32
21:08:41,0.0,182.79
21:08:41,0.0,243.1
21:08:41,0.0,185.35
21:08:41,0.0,183.14
21:08:42,0.0,182.74
21:08:42,0.0,186.59
21:08:42,0.0,243.27
21:08:42,0.0,7.17
21:08:42,11.17,247.05
21:08:42,0.0,182.88
21:08:42,0.0,182.1
21:08:42,0.0,184.28
21:08:43,0.0,242.7
21:08:43,1.91,50.85
21:08:43,8.27,15.01
21:08:43,13.97,16.87
21:08:43,8.27,3.61
21:08:43,10.59,4.07
21:08:43,2.9,160.84
21:08:44,8.13,3.58
21:08:44,22.07,16.75
21:08:44,0.32,1.88
21:08:44,68.75,0.0
21:08:44,93.74,0.0
21:08:44,75.73,0.0
21:08:44,47.56,0.0
21:08:44,76.51,0.0
21:08:45,26.42,6.61
21:08:45,41.22,0.0
21:08:45,14.29,0.0
21:08:45,17.29,0.0
21:08:45,20.83,0.0
21:08:45,20.63,0.0
21:08:45,0.0,2.02
21:08:46,35.89,9.73
21:08:46,66.22,0.0
